  "PINCODE,C,6","CITY,C,25","STATE,C,15","REGION,C,10","NEWZONE,C,8"
751022,BHUBANESWAR,ORISSA,EAST,C
751023,BHUBANESWAR,ORISSA,EAST,C
751024,BHUBANESWAR,ORISSA,EAST,C
751030,BHUBANESWAR,ORISSA,EAST,C
752001,PURI,ORISSA,EAST,C
752002,PURI,ORISSA,EAST,C
752050,JATNI,ORISSA,EAST,C
753001,CUTTACK,ORISSA,EAST,C
753002,CUTTACK,ORISSA,EAST,C
753003,CUTTACK,ORISSA,EAST,C
753004,CUTTACK,ORISSA,EAST,C
753005,CUTTACK,ORISSA,EAST,C
753006,CUTTACK,ORISSA,EAST,C
753007,CUTTACK,ORISSA,EAST,C
753008,CUTTACK,ORISSA,EAST,C
753009,CUTTACK,ORISSA,EAST,C
753010,CUTTACK,ORISSA,EAST,C
753012,CUTTACK,ORISSA,EAST,C
753013,CUTTACK,ORISSA,EAST,C
754120,PARADEEP,ORISSA,EAST,C
754140,PARADEEP,ORISSA,EAST,C
754142,PARADEEP,ORISSA,EAST,C
755001,JAJPUR ROAD,ORISSA,EAST,C
755015,JAJPUR ROAD,ORISSA,EAST,C
755019,JAJPUR ROAD,ORISSA,EAST,C
755020,JAJPUR ROAD,ORISSA,EAST,C
755026,JAJPUR ROAD,ORISSA,EAST,C
755040,JAJPUR ROAD,ORISSA,EAST,C
755043,JAJPUR ROAD,ORISSA,EAST,C
756001,BALASORE,ORISSA,EAST,C
756002,BALASORE,ORISSA,EAST,C
756003,BALASORE,ORISSA,EAST,C
756019,BALASORE,ORISSA,EAST,C
759122,ANUGUL,ORISSA,EAST,C
759143,ANUGUL,ORISSA,EAST,C
759145,ANUGUL,ORISSA,EAST,C
760001,BERHAMPUR,ORISSA,EAST,C
760002,BERHAMPUR,ORISSA,EAST,C
760003,BERHAMPUR,ORISSA,EAST,C
760004,BERHAMPUR,ORISSA,EAST,C
760005,BERHAMPUR,ORISSA,EAST,C
760006,BERHAMPUR,ORISSA,EAST,C
760007,BERHAMPUR,ORISSA,EAST,C
760008,BERHAMPUR,ORISSA,EAST,C
760009,BERHAMPUR,ORISSA,EAST,C
760010,BERHAMPUR,ORISSA,EAST,C
760011,BERHAMPUR,ORISSA,EAST,C
765001,RAYAGADA,ORISSA,EAST,C
765002,RAYAGADA,ORISSA,EAST,C
765017,RAYAGADA,ORISSA,EAST,C
768001,SAMBALPUR,ORISSA,EAST,C
768002,SAMBALPUR,ORISSA,EAST,C
768003,SAMBALPUR,ORISSA,EAST,C
768201,JHARSAGUDA,ORISSA,EAST,C
768202,JHARSAGUDA,ORISSA,EAST,C
768203,JHARSAGUDA,ORISSA,EAST,C
768204,JHARSAGUDA,ORISSA,EAST,C
768218,JHARSAGUDA,ORISSA,EAST,C
769001,ROURKELA,ORISSA,EAST,C
769002,ROURKELA,ORISSA,EAST,C
769003,ROURKELA,ORISSA,EAST,C
769004,ROURKELA,ORISSA,EAST,C
769005,ROURKELA,ORISSA,EAST,C
769006,ROURKELA,ORISSA,EAST,C
769007,ROURKELA,ORISSA,EAST,C
769008,ROURKELA,ORISSA,EAST,C
769009,ROURKELA,ORISSA,EAST,C
769011,ROURKELA,ORISSA,EAST,C
769012,ROURKELA,ORISSA,EAST,C
769014,ROURKELA,ORISSA,EAST,C
769015,ROURKELA,ORISSA,EAST,C
769042,ROURKELA,ORISSA,EAST,C
781001,GUWAHATI,ASSAM,EAST,C
781003,GUWAHATI,ASSAM,EAST,C
781004,GUWAHATI,ASSAM,EAST,C
781005,GUWAHATI,ASSAM,EAST,C
781006,GUWAHATI,ASSAM,EAST,C
781007,GUWAHATI,ASSAM,EAST,C
781008,GUWAHATI,ASSAM,EAST,C
781009,GUWAHATI,ASSAM,EAST,C
781010,GUWAHATI,ASSAM,EAST,C
781011,GUWAHATI,ASSAM,EAST,C
781012,GUWAHATI,ASSAM,EAST,C
781013,GUWAHATI,ASSAM,EAST,C
781014,GUWAHATI,ASSAM,EAST,C
781016,GUWAHATI,ASSAM,EAST,C
781018,GUWAHATI,ASSAM,EAST,C
781019,GUWAHATI,ASSAM,EAST,C
781020,GUWAHATI,ASSAM,EAST,C
781021,GUWAHATI,ASSAM,EAST,C
781022,GUWAHATI,ASSAM,EAST,C
781024,GUWAHATI,ASSAM,EAST,C
781025,GUWAHATI,ASSAM,EAST,C
781026,GUWAHATI,ASSAM,EAST,C
781027,GUWAHATI,ASSAM,EAST,C
781028,GUWAHATI,ASSAM,EAST,C
781029,GUWAHATI,ASSAM,EAST,C
781031,NORTH GUWAHATI,ASSAM,EAST,C
781039,NORTH GUWAHATI,ASSAM,EAST,C
781071,GUWAHATI,ASSAM,EAST,C
781315,BARPETA ROAD,ASSAM,EAST,C
781316,BARPETA ROAD,ASSAM,EAST,C
781317,BARPETA ROAD,ASSAM,EAST,C
782001,NAGAON,ASSAM,EAST,C
782002,NAGAON,ASSAM,EAST,C
782003,NAGAON,ASSAM,EAST,C
782435,HOJAI,ASSAM,EAST,C
783120,GOALPARA,ASSAM,EAST,C
783121,GOALPARA,ASSAM,EAST,C
783129,GOALPARA,ASSAM,EAST,C
783130,GOALPARA,ASSAM,EAST,C
783369,KOKRAJHAR,ASSAM,EAST,C
783370,KOKRAJHAR,ASSAM,EAST,C
783380,BONGAIGAON,ASSAM,EAST,C
783381,BONGAIGAON,ASSAM,EAST,C
783385,BONGAIGAON,ASSAM,EAST,C
784001,TEZPUR,ASSAM,EAST,C
784110,DHEKIAJULI,ASSAM,EAST,C
784160,NORTH LAKHIMPUR,ASSAM,EAST,C
785001,JORHAT,ASSAM,EAST,C
785002,JORHAT,ASSAM,EAST,C
785004,JORHAT,ASSAM,EAST,C
785005,JORHAT,ASSAM,EAST,C
785006,JORHAT,ASSAM,EAST,C
785007,JORHAT,ASSAM,EAST,C
785008,JORHAT,ASSAM,EAST,C
785009,JORHAT,ASSAM,EAST,C
785010,JORHAT,ASSAM,EAST,C
785013,JORHAT,ASSAM,EAST,C
785014,JORHAT,ASSAM,EAST,C
785057,DHEMAJI,ASSAM,EAST,C
785101,JORHAT,ASSAM,EAST,C
785107,JORHAT,ASSAM,EAST,C
785613,GOLAGHAT,ASSAM,EAST,C
785615,GOLAGHAT,ASSAM,EAST,C
785621,GOLAGHAT,ASSAM,EAST,C
785640,SIBSAGAR,ASSAM,EAST,C
785669,MORAN,ASSAM,EAST,C
785670,MORAN,ASSAM,EAST,C
785685,NAZIRA,ASSAM,EAST,C
785690,SONARI,ASSAM,EAST,C
785699,GOLAGHAT,ASSAM,EAST,C
786001,DIBRUGARH,ASSAM,EAST,C
786002,DIBRUGARH,ASSAM,EAST,C
786003,DIBRUGARH,ASSAM,EAST,C
786004,DIBRUGARH,ASSAM,EAST,C
786005,DIBRUGARH,ASSAM,EAST,C
786008,DIBRUGARH,ASSAM,EAST,C
786125,TINSUKIA,ASSAM,EAST,C
786145,TINSUKIA,ASSAM,EAST,C
786146,TINSUKIA,ASSAM,EAST,C
786147,TINSUKIA,ASSAM,EAST,C
786150,DOOM DOOMA,ASSAM,EAST,C
786151,DOOM DOOMA,ASSAM,EAST,C
786153,DOOM DOOMA,ASSAM,EAST,C
786156,DOOM DOOMA,ASSAM,EAST,C
786170,TINSUKIA,ASSAM,EAST,C
786171,DIGBOI,ASSAM,EAST,C
786181,DIGBOI,ASSAM,EAST,C
786602,DULIAJAN,ASSAM,EAST,C
786611,MORAN,ASSAM,EAST,C
786621,NAMRUPH,ASSAM,EAST,C
786622,NAMRUPH,ASSAM,EAST,C
786623,NAMRUPH,ASSAM,EAST,C
786692,DULIAJAN,ASSAM,EAST,C
787001,NORTH LAKHIMPUR,ASSAM,EAST,C
787031,NORTH LAKHIMPUR,ASSAM,EAST,C
787034,NORTH LAKHIMPUR,ASSAM,EAST,C
787051,NORTH LAKHIMPUR,ASSAM,EAST,C
788001,SILCHAR,ASSAM,EAST,C
788002,SILCHAR,ASSAM,EAST,C
788003,SILCHAR,ASSAM,EAST,C
788004,SILCHAR,ASSAM,EAST,C
788005,SILCHAR,ASSAM,EAST,C
788006,SILCHAR,ASSAM,EAST,C
788007,SILCHAR,ASSAM,EAST,C
788710,KARIMGANJ,ASSAM,EAST,C
788711,KARIMGANJ,ASSAM,EAST,C
788712,KARIMGANJ,ASSAM,EAST,C
788805,SILCHAR,ASSAM,EAST,C
791102,PASHIGHAT,ARUNACHAL PRADE,EAST,C
791109,ITANAGAR,ARUNACHAL PRADE,EAST,C
791110,ITANAGAR,ARUNACHAL PRADE,EAST,C
791111,ITANAGAR,ARUNACHAL PRADE,EAST,C
791113,ITANAGAR,ARUNACHAL PRADE,EAST,C
793001,SHILLONG,MEGHALAYA,EAST,C
793002,SHILLONG,MEGHALAYA,EAST,C
793003,SHILLONG,MEGHALAYA,EAST,C
795001,IMPHAL,MANIPUR,EAST,C
795004,IMPHAL,MANIPUR,EAST,C
796001,AIZAWL,MIZORAM,EAST,C
796005,AIZAWL,MIZORAM,EAST,C
796007,AIZAWL,MIZORAM,EAST,C
796012,AIZAWL,MIZORAM,EAST,C
797001,KOHIMA,NAGALAND,EAST,C
797112,DIMAPUR,NAGALAND,EAST,C
799001,AGARTALA,TRIPURA,EAST,C
799002,AGARTALA,TRIPURA,EAST,C
799003,AGARTALA,TRIPURA,EAST,C
799004,AGARTALA,TRIPURA,EAST,C
799005,AGARTALA,TRIPURA,EAST,C
799006,AGARTALA,TRIPURA,EAST,C
799014,AGARTALA,TRIPURA,EAST,C
800001,PATNA,BIHAR,EAST,C
800002,PATNA,BIHAR,EAST,C
800003,PATNA,BIHAR,EAST,C
800004,PATNA,BIHAR,EAST,C
800005,PATNA,BIHAR,EAST,C
800006,PATNA,BIHAR,EAST,C
800007,PATNA,BIHAR,EAST,C
800008,PATNA,BIHAR,EAST,C
800009,PATNA,BIHAR,EAST,C
800010,PATNA,BIHAR,EAST,C
800011,PATNA,BIHAR,EAST,C
800012,PATNA,BIHAR,EAST,C
800013,PATNA,BIHAR,EAST,C
800014,PATNA,BIHAR,EAST,C
800015,PATNA,BIHAR,EAST,C
800016,PATNA,BIHAR,EAST,C
800017,PATNA,BIHAR,EAST,C
800018,PATNA,BIHAR,EAST,C
800019,PATNA,BIHAR,EAST,C
800020,PATNA,BIHAR,EAST,C
800021,PATNA,BIHAR,EAST,C
800022,PATNA,BIHAR,EAST,C
800023,PATNA,BIHAR,EAST,C
800024,PATNA,BIHAR,EAST,C
800025,PATNA,BIHAR,EAST,C
800026,PATNA,BIHAR,EAST,C
801105,PATNA,BIHAR,EAST,C
801109,PATNA,BIHAR,EAST,C
811201,MUNGER,BIHAR,EAST,C
811202,MUNGER,BIHAR,EAST,C
811214,MUNGER,BIHAR,EAST,C
812001,BHAGALPUR,BIHAR,EAST,C
812002,BHAGALPUR,BIHAR,EAST,C
812003,BHAGALPUR,BIHAR,EAST,C
812004,BHAGALPUR,BIHAR,EAST,C
812005,BHAGALPUR,BIHAR,EAST,C
812006,BHAGALPUR,BIHAR,EAST,C
812007,BHAGALPUR,BIHAR,EAST,C
813210,BHAGALPUR,BIHAR,EAST,C
814112,DEOGHAR,BIHAR,EAST,C
821115,SASARAM,BIHAR,EAST,C
823000,GAYA,BIHAR,EAST,C
823001,GAYA,BIHAR,EAST,C
823002,GAYA,BIHAR,EAST,C
823003,GAYA,BIHAR,EAST,C
825301,HAZARIBAGH,JHARKHAND,EAST,C
826001,DHANBAD,JHARKHAND,EAST,C
826003,DHANBAD,JHARKHAND,EAST,C
826004,DHANBAD,JHARKHAND,EAST,C
826005,DHANBAD,JHARKHAND,EAST,C
826106,DHANBAD,JHARKHAND,EAST,C
827001,BOKARO,JHARKHAND,EAST,C
827003,BOKARO,JHARKHAND,EAST,C
827004,BOKARO,JHARKHAND,EAST,C
827006,BOKARO,JHARKHAND,EAST,C
827009,BOKARO,JHARKHAND,EAST,C
827010,BOKARO,JHARKHAND,EAST,C
827012,BOKARO,JHARKHAND,EAST,C
827013,BOKARO,JHARKHAND,EAST,C
827014,BOKARO,JHARKHAND,EAST,C
827611,BOKARO,JHARKHAND,EAST,C
828106,DHANBAD,JHARKHAND,EAST,C
828111,DHANBAD,JHARKHAND,EAST,C
831001,JAMSHEDPUR,JHARKHAND,EAST,C
831002,JAMSHEDPUR,JHARKHAND,EAST,C
831003,JAMSHEDPUR,JHARKHAND,EAST,C
831004,JAMSHEDPUR,JHARKHAND,EAST,C
831005,JAMSHEDPUR,JHARKHAND,EAST,C
831006,JAMSHEDPUR,JHARKHAND,EAST,C
831007,JAMSHEDPUR,JHARKHAND,EAST,C
831008,JAMSHEDPUR,JHARKHAND,EAST,C
831009,JAMSHEDPUR,JHARKHAND,EAST,C
831010,JAMSHEDPUR,JHARKHAND,EAST,C
831011,JAMSHEDPUR,JHARKHAND,EAST,C
831012,JAMSHEDPUR,JHARKHAND,EAST,C
831013,JAMSHEDPUR,JHARKHAND,EAST,C
831017,JAMSHEDPUR,JHARKHAND,EAST,C
831019,JAMSHEDPUR,JHARKHAND,EAST,C
831035,JAMSHEDPUR,JHARKHAND,EAST,C
832107,JAMSHEDPUR,JHARKHAND,EAST,C
832108,JAMSHEDPUR,JHARKHAND,EAST,C
832109,JAMSHEDPUR,JHARKHAND,EAST,C
832110,JAMSHEDPUR,JHARKHAND,EAST,C
834001,RANCHI,JHARKHAND,EAST,C
834002,RANCHI,JHARKHAND,EAST,C
834004,RANCHI,JHARKHAND,EAST,C
834005,RANCHI,JHARKHAND,EAST,C
834008,RANCHI,JHARKHAND,EAST,C
834009,RANCHI,JHARKHAND,EAST,C
834012,RANCHI,JHARKHAND,EAST,C
841226,SIWAN,BIHAR,EAST,C
841301,CHHAPRA,BIHAR,EAST,C
842001,MUZAFFARPUR,BIHAR,EAST,C
842002,MUZAFFARPUR,BIHAR,EAST,C
842003,MUZAFFARPUR,BIHAR,EAST,C
842004,MUZAFFARPUR,BIHAR,EAST,C
842005,MUZAFFARPUR,BIHAR,EAST,C
842008,MUZAFFARPUR,BIHAR,EAST,C
843116,MUZAFFARPUR,BIHAR,EAST,C
843146,MUZAFFARPUR,BIHAR,EAST,C
844101,HAJIPUR,BIHAR,EAST,C
845438,BETIAH,BIHAR,EAST,C
846001,DARBHANGA,BIHAR,EAST,C
846002,DARBHANGA,BIHAR,EAST,C
846004,DARBHANGA,BIHAR,EAST,C
846006,DARBHANGA,BIHAR,EAST,C
846007,DARBHANGA,BIHAR,EAST,C
847211,MADHUBANI,BIHAR,EAST,C
848101,SAMASTIPUR,BIHAR,EAST,C
848102,SAMASTIPUR,BIHAR,EAST,C
851101,BEGUSARAI,BIHAR,EAST,C
851112,BEGUSARAI,BIHAR,EAST,C
851113,BEGUSARAI,BIHAR,EAST,C
851114,BEGUSARAI,BIHAR,EAST,C
851117,BEGUSARAI,BIHAR,EAST,C
851134,BEGUSARAI,BIHAR,EAST,C
852201,SAHARSA,BIHAR,EAST,C
854301,PURNIA,BIHAR,EAST,C
854305,PURNIA,BIHAR,EAST,C
854326,PURNIA,BIHAR,EAST,C
